"~id","~start_node_id","~end_node_id","~relationship_type"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6917529027641081860","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:89","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:4","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6917529027641081861","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:90","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:5","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6919780827454767109","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:92","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:5","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6922032627268452357","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:93","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:5","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6924284427082137605","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:94","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:5","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6926536226895822853","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:96","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:5","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6928788026709508101","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:101","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:5","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6917529027641081862","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:90","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6917529027641081863","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:92","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:7","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6919780827454767111","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:94","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:7","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6917529027641081864","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:92","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:8","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6919780827454767112","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:94","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:8","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6917529027641081865","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:92","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:9","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6919780827454767113","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:95","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:9","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6922032627268452361","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:99","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:9","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6917529027641081866","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:94","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:10","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6919780827454767114","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:98","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:10","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6917529027641081867","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:94","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:11","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6919780827454767115","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:99","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:11","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6922032627268452363","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:104","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:11","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6917529027641081868","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:95","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:12","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6917529027641081869","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:95","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:13","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6917529027641081870","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:98","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:14","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6917529027641081871","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:99","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:15","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6917529027641081872","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:100","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:16","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6919780827454767120","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:106","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:16","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6917529027641081873","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:101","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:17","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6917529027641081874","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:102","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:18","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6919780827454767122","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:107","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:18","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6917529027641081875","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:102","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:19","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6919780827454767123","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:105","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:19","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6917529027641081876","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:103","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:20","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6919780827454767124","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:104","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:20","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6917529027641081877","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:104","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:21","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6919780827454767125","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:105","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:21","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6917529027641081878","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:104","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:22","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:6917529027641081879","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:107","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:23","PERTENECE_A"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152923703630102636","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:108","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","REPRESENTA_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731701","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1397","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731702","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1398","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731703","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1399","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731704","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1400","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731705","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1401","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731706","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1402","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731707","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1403","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731708","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1404","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731709","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1405","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731710","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1406","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731711","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1407","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731712","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1408","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731713","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1409","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731714","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1410","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731715","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1411","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731716","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1412","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731717","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1413","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731718","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1414","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731719","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1415","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731720","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1416","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731721","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1417","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731722","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1418","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731723","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1419","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731724","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1420","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731725","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1421","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731726","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1422","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731727","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1423","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731728","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1424","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731729","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1425","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731730","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1426","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731731","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1427","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731732","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1428","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731733","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1429","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731734","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1430","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731735","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1431","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
"5:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1152924803141731736","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1432","4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:28","PERTENECE_ISLA"
